name,text
Synodontis_membranaceus,"['Synodontis membranaceus, known as the moustache catfish,[2]  is a species of upside-down catfish that is native to northern Africa.[3]  It was first described by French naturalist Geoffroy Saint-Hilaire in 1809 as Pimelodus membranaceus, from specimens obtained in the Nile River.[2]  The species name membranaceus refers to membranes present on the barbels of the fish.[4]\n', 'Like all members of the genus Synodontis, S. membranaceus has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[5]  The head contains a distinct bony, external protrusion called a humeral process.[6] The shape and size of the humeral process helps to identify the species. In S. membranaceus, the humeral process is subtriangular, flat, rough, and as long or shorter than it is deep.[6]\n'] ['Like all members of the genus Synodontis, S. membranaceus has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[5]  The head contains a distinct bony, external protrusion called a humeral process.[6] The shape and size of the humeral process helps to identify the species. In S. membranaceus, the humeral process is subtriangular, flat, rough, and as long or shorter than it is deep.[6]\n', 'The fish has three pairs of barbels. The maxillary barbels are on located on the upper jaw, and two pairs of mandibular barbels are on the lower jaw. The maxillary barbel is straight without any branches, with a broad membrane down the length almost to the end.[6] It extends about the length of the head.[6] The inner pair of mandibular barbels is about 1⁄3 to 2⁄3 as long as the outer pair, have long, slender branches with secondary branches, and a membrane in the outer half.[6]\n']"
Synodontis_nebulosus,"['Synodontis nebulosus, known as the cloudy squeaker,[2] or clouded squeaker,[3] is a species of upside-down catfish that is native to the lower Zambezi River basin of Malawi, Mozambique, Zambia and Zimbabwe.[3]  It was first described by German naturalist and explorer Wilhelm Peters in 1852, from a specimen collected in the Zambezi River at Tete, Mozambique.[2]  The species name nebulosus is derived from the Latin word nebulosus, meaning ""foggy"", ""cloudy"", or ""full of mist"".\n', 'Like all members of the genus Synodontis, S. nebulosus has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[4]  The head contains a distinct narrow, bony, external protrusion called a humeral process.[2] The shape and size of the humeral process help to identify the species. In S. nebulosus, the humeral process is as broad as it is wide, with a pointed back end.[5]\n'] ['Like all members of the genus Synodontis, S. nebulosus has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[4]  The head contains a distinct narrow, bony, external protrusion called a humeral process.[2] The shape and size of the humeral process help to identify the species. In S. nebulosus, the humeral process is as broad as it is wide, with a pointed back end.[5]\n', 'The fish has three pairs of barbels. The maxillary barbels are on located on the upper jaw, and two pairs of mandibular barbels are on the lower jaw. The maxillary barbel is long and straight without any branches, without a membrane at the base.[5] It extends to a length a little shorter than the head.[5] The outer pair of mandibular barbels is about twice the length of the inner pair, and both pairs have short, simple branches, with secondary branches on the inner pair.[5]\n']"
Synodontis_schall,"['Synodontis gambiensis Günther, 1864\n', 'Synodontis schall, the Wahrindi, is a species of upside-down catfish widespread in northern Africa.  This species is in the largest genus of the family Mochokidae.[2] This species grows to a length of 49.0 centimetres (19.3\xa0in) TL.\n'] []"
Synodontis_zambezensis,"['Synodontis zambezensis, known as the brown squeaker,[2][3] the korokoro,[2] or the plain squeaker,[2] is a species of upside-down catfish that is native to the middle and lower Zambezi River system of Eswatini, Mozambique, South Africa, Tanzania, Zambia and Zimbabwe.[2]  It was first described by German naturalist and explorer Wilhelm Peters in 1852, from specimens collected in the Zambezi River in Mozambique.[3]  The species name zambezensis is derived from the Zambezi River, where this species is found.[3]\n', 'Like all members of the genus Synodontis, S. zambezensis has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[4]  The head contains a distinct narrow, bony, external protrusion called a humeral process.[3] The shape and size of the humeral process helps to identify the species. In S. zambezensis, the humeral process is long, without a distinct keel, and ends in a sharp point.[5]\n'] ['Like all members of the genus Synodontis, S. zambezensis has a strong, bony head capsule that extends back as far as the first spine of the dorsal fin.[4]  The head contains a distinct narrow, bony, external protrusion called a humeral process.[3] The shape and size of the humeral process helps to identify the species. In S. zambezensis, the humeral process is long, without a distinct keel, and ends in a sharp point.[5]\n', 'The fish has three pairs of barbels. The maxillary barbels are on located on the upper jaw, and two pairs of mandibular barbels are on the lower jaw. The maxillary barbel is long and straight without any branches, with a narrow membrane at the base.[5] It extends 1 to 1+1⁄3 times the length of the head.[5] The outer pair of mandibular barbels is about twice the length of the inner pair, and both pairs have long, slender branches.[5]\n']"
Aspredo_aspredo,"['Aspredo aspredo is the only species of banjo catfish (order Siluriformes) in the genus Aspredo.[2]\n', 'This species originates from the lower portions of rivers from Venezuela to northern Brazil.[2] It occurs in the Orinoco delta, through the Guianas, to the Amazon River[3] to the island of Trinidad.[4]\n'] []"
Clarias_anguillaris,"['Clarias anguillaris is a species of African airbreathing catfish also known as the mudfish.  This species is of minor importance in commercial fisheries.  It grows to a length of 100\xa0cm (39.4 inches) TL.\n', '\n'] []"
Clarias_batrachus,"['The walking catfish  (Clarias batrachus) is a species of freshwater airbreathing catfish native to Southeast Asia. It is named for its ability to ""walk"" and wiggle across dry land, to find food or suitable environments. While it does not truly walk as most bipeds or quadrupeds do, it can use its pectoral fins to keep it upright as it makes a wiggling motion with snakelike movements to traverse land.[2] This fish normally lives in slow-moving and often stagnant waters in ponds, swamps, streams, and rivers, as well as in flooded rice paddies, or temporary pools that may dry up. When this happens, its ""walking"" skill allows the fish to move to other aquatic environments. Considerable taxonomic confusion surrounds this species, and it has frequently been confused with other close relatives.[3][4] One main distinction between the walking catfish and the native North American ictalurid catfish with which it is sometimes confused, is that the walking catfish lacks an adipose fin.[5] It can survive 18 hours out of water.[6]\n', 'The walking catfish has an elongated body shape and reaches almost 0.5\xa0m (1.6\xa0ft) in length and 1.2\xa0kg (2.6\xa0lb) in weight.[3] Often covered laterally in small white spots, the body is mainly coloured a gray or grayish brown.[5] This catfish has long-based dorsal and anal fins,[5] as well as several pairs of sensory barbels. The skin is scaleless, but covered with mucus, which protects the fish when it is out of water.\n'] []"
Clarias_gariepinus,"['Clarias gariepinus or African sharptooth catfish is a species of catfish of the family Clariidae, the airbreathing catfishes.\n', 'They are found throughout Africa and the Middle East, and live in freshwater lakes, rivers, and swamps, as well as human-made habitats, such as oxidation ponds or even urban sewage systems.\n'] ['The African sharptooth catfish is a large, eel-like fish, usually of dark gray or black coloration on the back, fading to a white belly. In Africa, this catfish has been reported as being second in size only to the vundu of the Zambesian waters,[4] although FishBase suggests the African sharptooth catfish surpasses that species in both maximum length and weight.[5][6]\n', 'C. gariepinus has an average adult length of 1–1.5\xa0m (3\xa0ft 3\xa0in\xa0– 4\xa0ft 11\xa0in).[citation needed] It reaches a maximum length of 1.7\xa0m (5\xa0ft 7\xa0in) TL and can weigh up to 60\xa0kg (130\xa0lb).[5] These fish have slender bodies, flat bony heads, notably flatter than in the genus Silurus, and  broad, terminal mouths with four pairs of barbels. They also have large accessory breathing organs composed of modified gill arches. Also, only the pectoral fins have spines.[4]\n']"
Heterobranchus_longifilis,"['The vundu (Heterobranchus longifilis) is a species of large airbreathing catfish found widely in rivers and other freshwater habitats of sub-Saharan Africa, as well as the Nile.[1] It is also called the sampa, cur, lenda, or certa.[3]\n', 'The vundu is the largest true freshwater fish in southern Africa, reaching up to 1.5\xa0m (5\xa0ft) in length and 55\xa0kg (121\xa0lb) in weight.[2] (Bull sharks are also found in southern Africa and reach a larger size, but occur in both fresh and saltwater.) Few other catfish have such large second dorsal fins (adipose fins) or such long barbels as do the vundu. Its barbels nearly reach to the origin of the pelvic fin. The colour of Heterobranchus longifilis is light to dark olive brown on its dorsal surface, getting lighter over the mid-body to a light brown. Its belly is off-white. Fins are usually light brown.[4][unreliable source?]\n'] ['The vundu is the largest true freshwater fish in southern Africa, reaching up to 1.5\xa0m (5\xa0ft) in length and 55\xa0kg (121\xa0lb) in weight.[2] (Bull sharks are also found in southern Africa and reach a larger size, but occur in both fresh and saltwater.) Few other catfish have such large second dorsal fins (adipose fins) or such long barbels as do the vundu. Its barbels nearly reach to the origin of the pelvic fin. The colour of Heterobranchus longifilis is light to dark olive brown on its dorsal surface, getting lighter over the mid-body to a light brown. Its belly is off-white. Fins are usually light brown.[4][unreliable source?]\n', 'In aquaculture, it is sometimes hybridized with another very large species, the African sharptooth catfish (Clarias gariepinus), resulting in offspring known as ""Hetero-clarias"".[5]\n']"
Heteropneustes_fossilis,"['Heteropneustes fossilis, also known as Asian stinging catfish or fossil cat, is a species of airsac catfish found in India, Bangladesh, Pakistan, Nepal, Sri Lanka, Thailand,  Myanmar, and Bhutan. It has also been introduced to the Tigris River Basin in western Iran.[1]\n', 'H. fossilis is found mainly in ponds, ditches, swamps, and marshes, but sometimes occurs in muddy rivers. It can tolerate slightly brackish water. It is omnivorous. This species breeds in confined waters during the monsoon, but can breed in ponds, derelict ponds, and ditches when sufficient rainwater accumulates. It is in great demand due to its alleged medicinal value.[2]\n'] ['H. fossilis is found mainly in ponds, ditches, swamps, and marshes, but sometimes occurs in muddy rivers. It can tolerate slightly brackish water. It is omnivorous. This species breeds in confined waters during the monsoon, but can breed in ponds, derelict ponds, and ditches when sufficient rainwater accumulates. It is in great demand due to its alleged medicinal value.[2]\n', 'The stinging catfish is able to deliver a painful sting to humans. Poison from a gland on its pectoral fin spine has been known to be extremely painful.\n']"
Malapterurus_electricus,"['Malapterurus electricus is a thickset fish with six mouth barbels and a single fin on its back, just anterior to the rounded tail fin. It is brownish or grayish, irregularly spotted with black, and attains a length and weight of about 1.2 metres (3\xa0ft 11\xa0in) and 23 kilograms (51\xa0lb) M. electricus is capable of generating and controlling the discharge of up to 450 volts of electricity.[citation needed] It uses its power to defend itself and to capture prey.\n', 'In Africa, it occurs in the Nile and tropical Africa and also in Nasarawa state of Nigeria In Lafia(exclusive of Lake Victoria), Lake Turkana, Lake Chad and Senegal basins.\n'] []"
Cnidoglanis_macrocephalus,"['Cnidoglanis macrocephalus is a species of catfish (order Siluriformes) of the family Plotosidae, and is the only species of the genus Cnidoglanis.[1] It is commonly known as the cobbler, estuary cobbler, deteira, estuary catfish, South Australian catfish, or Swan River catfish.[2][3]\n', 'The cobbler is found from Main Beach, Queensland to Jervis Bay, New South Wales, and Kingston SE, South Australia to Houtman Abrolhos Islands, Western Australia and Duck River, Tasmania, in near-shore and reef habitats.[1]\n'] ['Like other eeltail catfish, the cobbler resembles a catfish in front, but an eel behind. It can grow up to 91.0\xa0centimetres (35.6\xa0in) SL, 2,500\xa0grams (5.5\xa0lb). They may live up to 13\xa0years.[2] The dorsal and pectoral fins have sharp, venomous spines that can inflict painful wounds.[2]\n', 'Treatment of injuries by submersion of the wound in hot water is suggested though the role of heat in denaturation of toxins is debated.[4]\n']"
Plotosus_canius,"['Plotosus canius is a species of eeltail catfish, in the genus Plotosus, native to the Indian Ocean, the western Pacific Ocean and New Guinea.\n', '\n'] []"
Plotosus_lineatus,"['Plotosus lineatus, commonly known as the striped eel catfish, is a species of eeltail catfishes belonging to the family Plotosidae. Like most other members of the genus Plotosus, they possesses highly venomous spines that they can use to sting when threatened. The venom can cause mild to severe symptoms in humans. P. lineatus is native to the Indo-Pacific but has become introduced to the Mediterranean via the Suez Canal as a Lessepsian migrant.\n', 'Plotosus lineatus can reach a maximum length of 32\xa0cm (13\xa0in).[1] The body is brown with cream-colored or white longitudinal bands.\n'] ['Plotosus lineatus can reach a maximum length of 32\xa0cm (13\xa0in).[1] The body is brown with cream-colored or white longitudinal bands.\n', 'The most striking feature of this species is in the fins, in fact the second dorsal, caudal and anal are fused together as in eels. In the rest of the body is quite similar to a freshwater  catfish: the mouth is surrounded by four pairs of barbels, four on the upper jaw and four on the lower jaw. The first dorsal and each of the pectoral fins have a highly venomous spine.[1]\n']"
Tandanus_tandanus,"['The eel-tailed catfish (Tandanus tandanus) is a species of catfish (order Siluriformes) of the family Plotosidae.[2] This fish is also known as dewfish, freshwater catfish, jewfish, and tandan.[3]\n', 'This species is a freshwater fish native to the Murray-Darling river system of eastern Australia.[2] The scientific name for eel-tailed catfish comes from a name for the fish in an unidentified Aboriginal Australian language - Tandan - which Major Thomas Livingston Mitchell recorded on his 1832 expedition.[4]\n'] ['Eel-tailed catfish commonly grow to about 50.0 centimetres (19.7 inches) and weigh about 1.8 kilograms (4.0 pounds).[5] Fish of this species may grow up to about 90.0\xa0cm (35.4\xa0in) and weigh up to 6.0\xa0kg (13.2\xa0lb).[4] Eel-tailed catfish may live up to about 8\xa0years.[4]\n', 'Eel-tailed catfish have large head with thick and fleshy lips and tubular nostrils.[4] The skin is tough and smooth. Body coloration in adults vary from olive-green to brown, black or purplish on their backs and white on the underside.[4]\n']"
Silurus_glanis,"['The wels catfish  (/ˈwɛls/ or /ˈvɛls/; Silurus glanis), also called sheatfish or just wels,[2] is a large species of catfish native to wide areas of central, southern, and eastern Europe, in the basins of the Baltic, Black and Caspian Seas. It has been introduced to Western Europe as a prized sport fish and is now found from the United Kingdom east to Kazakhstan and China and south to Greece and Turkey.\n', ""The English common name comes from Wels, the common name of the species in German language.[2] Wels is a variation of Old High German wal, from Proto-Germanic *hwalaz – the same source as for whale – from Proto-Indo-European *(s)kʷálos ('sheatfish').\n""] [""The wels catfish's mouth contains lines of numerous small teeth, two long barbels on the upper jaw and four shorter barbels on the lower jaw. It has a long anal fin that extends to the caudal fin, and a small sharp dorsal fin relatively far forward. The wels relies largely on hearing and smell for hunting prey (owing to its sensitive Weberian apparatus and chemoreceptors), although like many other catfish, the species exhibits a tapetum lucidum, providing its eyes with a degree of sensitivity at night, when the species is most active. With its sharp pectoral fins, it creates an eddy to disorient its victim, which the predator sucks into its mouth and swallows whole. The skin is very slimy. Skin colour varies with environment. Clear water will give the fish a black color, while muddy water will often tend to produce green-brown specimens. The underside is always pale yellow to white in colour. Albinistic specimens are known to exist and are caught occasionally. With an elongated body-shape, wels are able to swim backwards like eels.\n"", 'The female produces up to 30,000 eggs per kilogram of body weight. The male guards the nest until the brood hatches, which, depending on water temperature, can take from three to ten days. If the water level decreases too much or too fast the male has been observed to splash the eggs with its tail in order to keep them wet.[citation needed]\n']"
Silurus_triostegus,"['Silurus triostegus, the Mesopotamian catfish, is a species of catfish found in Iran, Iraq, Syria, and Turkey.[2]\n', 'This species reaches a length of 99.0\xa0cm (39.0\xa0in).[3]\n'] ['This species reaches a length of 99.0\xa0cm (39.0\xa0in).[3]\n', '\n']"
Wallago_attu,"['Silurus boalis Hamilton, 1822\nSilurus wallagoo Valenciennes, 1840\nSilurus muelleri Bleeker, 1846\nWallago russellii Bleeker, 1853\n', 'Wallago attu, boal, or helicopter catfish, is a species of freshwater catfish of the family Siluridae, native to South and Southeast Asia. W. attu is found in large rivers and lakes in two geographically disconnected regions (disjunct distribution), with one population living over much of the Indian Subcontinent and the other in parts of Southeast Asia. This species can reach a length up to 1.1\xa0m (3\xa0ft 7\xa0in).[2]\n'] []"
Ailia_coila,"['Ailia coila, also known as the Gangetic ailia is a species of catfish in the family Ailiidae native to India, Bangladesh, Nepal and Pakistan.[2][3]  This species grows to a length of 30 centimetres (12\xa0in) TL.  \n', 'Locally this fish is known as ""kajoli"" in West Bengal. In Bangladesh, people call it ""Banspata"" (bamboo leaf). Its flesh is regarded as highly palatable.[citation needed]\n'] []"
Ariopsis_felis,"[""The hardhead catfish (Ariopsis felis) is a species of sea catfish from the northwest Atlantic and Gulf of Mexico, and similar to the gafftopsail catfish (Bagre marinus).  It is one of four species in the genus Ariopsis.[3] The common name, hardhead catfish, is derived from the presence of a hard, bony plate extending rearward toward the dorsal fin from a line between the catfish's eyes.[4] It is an elongated marine catfish that reaches up to 28\xa0in (70\xa0cm) in length and 12\xa0lb (5.5\xa0kg) in weight.[5] Their typical weight is less than 1\xa0lb (450\xa0g), but they commonly reach up to 3\xa0lb (1.4\xa0kg).  They are often a dirty gray color on top, with white undersides.\n"", 'Hardhead catfish are found mostly in the near-shore waters of the Western Atlantic Ocean, around the southeast coast of the United States, around the Florida Keys and the coast of the Gulf of Mexico.[4][5] Hardhead catfish are also found in brackish estuaries and river mouths where the bottom is sandy or muddy,[6] but only occasionally enter freshwater.[1] It tends to move from shallower to deeper waters in the winter months.[7] The species is generally common to abundant within its range.[1]\n'] []"
Ariopsis_guatemalensis,"['The blue sea catfish (Ariopsis guatemalensis), also known as the widehead sea catfish,[2] is a species of sea catfish in the family Ariidae.[3] It was described by Albert Günther in 1864, originally under the genus Arius.[4] It is found in tropical marine, brackish and freshwater along the Pacific coast in Central America, ranging from Mexico to Panama as well as Nicaragua. It dwells at a depth range of 0 to 20\xa0m (0 to 66\xa0ft). It reaches a maximum total length of 37\xa0cm (15\xa0in).[3]\n', 'The blue sea catfish is rated as Least Concern by the IUCN redlist, due to its wide distribution, frequency in some areas, and lack of observed population decline. It is noted, however, that ""extensive disturbance"" of estuarine areas may pose localized threats to the species.[5]\n'] []"
Arius_maculatus,"['The spotted sea catfish (Arius maculatus), also known as the spotted catfish, the sea barbel or the marine catfish,[2] is a species of sea catfish in the family Ariidae.[3] It was described by Carl Peter Thunberg in 1792, originally under the genus Silurus.[4] It inhabits tropical marine, brackish and freshwater in the Indo-western Pacific region, including Bangladesh, India, Pakistan, Myanmar and Sri Lanka. It dwells at a depth range of 50 to 100\xa0m (160 to 330\xa0ft). It reaches a maximum total length of 80\xa0cm (31\xa0in), more commonly reaching a TL of 30\xa0cm (12\xa0in).[3]\n', 'The diet of the spotted sea catfish includes detritus, polychaete worms, mollusks, various crustaceans, and milkfish larvae.[5] It has been recorded spawning between the months of January–April on the coast of Mumbai, India, and in the months of September–October on the coast of Karnataka.[6] The eggs are incubated in the mouths of the males, which are known to consume a minute quantity of the eggs to combat starvation during the period of incubation.[3]\n'] []"
Bagre_marinus,"['The gafftopsail catfish (Bagre marinus) is a species of marine catfish found in the waters of the western central Atlantic Ocean, as well as the Gulf of Mexico and the Caribbean Sea. It has long, venomous spines which can cause painful wounds. It feeds on crustaceans and other fish. The male of the species fertilizes the eggs of the female, and broods them in his mouth until they hatch. The gafftopsail feeds throughout the water column. This fish is a common catch in the Southeastern US, although it may be found as far north as New York. They are considered strong fighters by anglers. They are taken from piers, jetties, reefs, and the surf, as well as bottom fishing or flats fishing. They are caught with hard lures as well as soft plastics, cut bait, and live or dead shrimp. Some fishermen use traps for catfish, a method regulated by some states.\n', 'Gafftopsail catfish live on the Atlantic, Caribbean and Gulf of Mexico coastlines from Cape Cod to Brazil.[1] They are also found in brackish waters, including estuaries, lagoons, brackish seas, and mangroves. Gafftopsails are generally common to abundant in their range.[1]\n'] ['The gafftopsail catfish is blue-grey to dark brown with a light grey belly.  Its appearance is typical for a catfish except for the deeply forked tail and the venomous, serrated spines. It also has a little hump that looks somewhat like a wave.[clarification needed] The anal fin is a few inches anterior to the tail and is white or pale blue, with 22–28 rays on it and a high, anterior lobe.[3] The pelvic fin is 6–12\xa0in (15–30\xa0cm) anterior to the tail fin. The gafftopsail catfish has maxillary barbels and one pair of barbels on the chin. It resembles the hardhead catfish, but its dorsal spine has a distinctive fleshy extension (like the fore-and-aft topsail of a ship).\n', 'The typical length of a mature gafftopsail catfish is about 17\xa0in (43\xa0cm). The largest recorded weight for a gafftopsail catfish is 4.54\xa0kg (10.0\xa0lb)[4] and 69\xa0cm (27\xa0in) in length.[5] A more common weight and length of gafftopsails caught is 1–2\xa0lb (450–910\xa0g) and 12–16\xa0in (30–41\xa0cm).\n']"
Carlarius_heudelotii,"['Carlarius heudelotii, the smoothmouth sea catfish, is a species of sea catfish.\n', 'It occurs along the western coast of Africa from Mauritania to Gabon or Angola.  While mostly a marine species occurring on the continental shelf, it has also been reported from the Niger basin and the Benoué and Gambia Rivers.\n'] []"
Carlarius_latiscutatus,"['The Rough-head sea catfish (Carlarius latiscutatus), also known as the marine catfish,[3] is a species of sea catfish in the family Ariidae.[4] It was described by Albert Günther in 1864. It inhabits tropical marine and brackish waters in the eastern Atlantic region, including Angola, Senegal, and Bioko. It dwells at a depth range of 0 to 70\xa0m (0 to 230\xa0ft), most often between 0 to 30\xa0m (0 to 98\xa0ft). It reaches a maximum total length of 85\xa0cm (33\xa0in), but more commonly reaches a TL of 40\xa0cm (16\xa0in).[4]\n', 'The rough-head sea catfish is of commercial interest to fisheries.[4]\n'] []"
Carlarius_parkii,"['The Guinean sea catfish (Carlarius parkii), also known as the marine catfish,[2] is a species of sea catfish in the family Ariidae.[3] It was described by Albert Günther in 1864, originally under the genus Arius.[4] It is a tropical fish which is found in the eastern Atlantic off Mauritania, Angola, Morocco and Western Sahara. A single record was reported in the eastern Mediterranean Sea in 1986.[5]  It inhabits coastal marine waters at a depth range of 50 to 80\xa0m (160 to 260\xa0ft), also frequently entering estuaries and freshwater rivers. It reaches a maximum total length of 70\xa0cm (28\xa0in), more commonly reaching a TL of 40\xa0cm (16\xa0in).[3]\n', 'The Guinean sea catfish feeds on bony fish and shrimp.[6] It is of commercial interest to fisheries, although a venom in the serrated spines of its dorsal and pectoral regions can cause painful injuries.[3]\n'] []"
Cathorops_spixii,"['Cathorops spixii, the Madamango sea catfish, raspfin sea catfish or spring cuirass,[2] is a species of catfish in the family Ariidae.[3] It was described by Louis Agassiz in 1829. It is a tropical, marine and brackish water-dwelling catfish which occurs between Colombia and Brazil. It inhabits a depth range between 1 and 50\xa0m (3.3 and 164.0\xa0ft). It reaches a maximum total length of 30\xa0cm (12\xa0in), more commonly reaching a TL of 20\xa0cm (7.9\xa0in).[3]\n', 'Cathorops spixii feeds on a variety of crustaceans, including amphipods, copepods, isopods; as well as bony fish and benthic invertebrates.[4] It is preyed upon by Arius parkeri and Elops saurus.[5] It is marketed commercially.[3]\n'] []"
Genidens_barbus,"['Genidens barbus, the white sea catfish or marine catfish,[2] is a species of catfish in the family Ariidae.[3] It was described by Bernard Germain de Lacépède in 1803, originally under the genus Pimelodus.[1] It is an oceanodromous species that is found between the mouth of Negro River in Patagonia and eastern Brazil.[3][4] It reaches a maximum total length of 120\xa0cm (47\xa0in).[3] It has been recorded spawning between the months of August–December.[5] The maximum known life expectancy is 36 years.[3]\n', 'It is preyed by the South American sea lion.[4] The fish is valued as food in Brazil.[4]\n'] []"
Genidens_genidens,"['Genidens genidens, the Guri sea catfish or marine catfish,[3] is a species of catfish in the family Ariidae.[4] It was described by Georges Cuvier in 1829, originally under the genus Pimelodus.[2] It is known from southern South American rivers connected to the Atlantic Ocean. It is known to reach a total length of 42.5\xa0cm (16.7\xa0in), but more commonly reaches a TL of 35\xa0cm (14\xa0in).[4] It has been recorded spawning between Autumn and Spring.[5] Its diet includes polychaete worms, plants, finfish, mollusks, and benthic crustaceans.[6]\n', 'The Guri sea catfish is rated as Least Concern by the IUCN redlist.[1]\n'] []"
Netuma_bilineata,"['The bronze catfish (Netuma bilineata), also known as the giant catfish, the roundsnout sea catfish, or the two-line sea catfish,[3] is a species of catfish in the family Ariidae.[4] It was described by Achille Valenciennes in 1840, originally under the genus Bagrus.[2] It inhabits marine, brackish and freshwaters throughout the Indo-western Pacific. It reaches a maximum standard length of 62\xa0cm (24\xa0in).[4]\n', 'The diet of the bronze catfish includes detritus such as loose scales and carcasses, as well as prawns and other crustaceans, and sea urchins.[5]\n'] []"
Netuma_thalassina,"['The giant catfish (Netuma thalassina), also known as the giant sea catfish, giant salmon catfish, giant marine-catfish, or the khagga,[3] is a species of catfish in the family Ariidae.[4] It was described by Eduard Rüppell in 1837, originally under the genus Bagrus.[2] It inhabits estuaries and occasionally freshwater bodies, in Japan, Australia, Polynesia, southern Vietnam in the Mekong Delta, the Red Sea and the northwestern Indian Ocean. It dwells at a depth range of 10 to 195\xa0m (30 to 640\xa0ft).[4] It reaches a maximum total length of 185\xa0cm (73\xa0in), but usually reaches a TL of 70\xa0cm (28\xa0in).\n', 'The diet of the giant catfish includes crustaceans such as crabs, shrimp, prawns and stomatopods; worms, finfish, cephalopods, sea cucumbers, and mollusks.[5][6][7] It spawns between April and August.[8]\n'] []"
Osteogeneiosus_militaris,"['Osteogeneiosus militaris, the soldier catfish, is a species of sea catfish found in the Indian and western Pacific Oceans from Pakistan to the Malay Archipelago. It is found in marine, brackish and fresh waters along the coasts. It grows to a length of 35\xa0cm and is commercially caught for human consumption. It has a single pair stiff, sharp, maxillary barbels.\n', 'This Ariidae-related article is a stub. You can help Wikipedia by expanding it.'] []"
Plicofollis_dussumieri,"[""The blacktip sea catfish (Plicofollis dussumieri), also known as Dussumier's catfish, giant marine cat fish, Shupanga sea catfish, and tropical seacatfish,[3] is a species of catfish in the family Ariidae.[4] It was described by Achille Valenciennes in 1840, originally under the genus Arius.[2] It inhabits rivers and marine waters ranging between Africa and India in the Indo-western Pacific.[1] It dwells at a depth range of 20 to 50\xa0m (70 to 160\xa0ft). It reaches a maximum standard length of 62\xa0cm (24\xa0in), and a maximum weight of 1.4\xa0kg (3\xa0lb 1\xa0oz).[4]\n"", 'The blacktip sea catfish feeds on finfish and benthic invertebrates.[5] It is harvested for its meat, which is marketed both fresh and dried-salted. Due to a lack of known significant threats to the species, it is currently ranked as Least Concern by the IUCN redlist.[1]\n'] []"
Plicofollis_layardi,"[""The thinspine sea catfish (Plicofollis layardi), also known as the Day's catfish,[2] is a species of catfish in the family Ariidae.[3] It was described by Francis Day in 1866, originally under the genus Arius.[1] It inhabits brackish and coastal marine waters in Mozambique, Sri Lanka, and the Persian Gulf. It dwells at a depth range of 20 to 50\xa0m (66 to 164\xa0ft). It reaches a maximum total length of 36\xa0cm (14\xa0in), more commonly reaching a TL of 23\xa0cm (9.1\xa0in).[3]\n"", 'The diet of the thinspine sea catfish includes bony fish and benthic invertebrates.[4] It is of minor value to commercial fisheries.[3]\n'] []"
Sciades_couma,"['The Couma sea catfish (Sciades couma), also known as the Pemecou sea catfish,[2] is a species of catfish in the family Ariidae.[3] It was described by Achille Valenciennes in 1840, originally under the genus Bagrus.[1] It inhabits estuaries and rivers in Guyana, French Guiana, Suriname, Brazil, Trinidad and Tobago, and Venezuela.[4] It reaches a maximum total length of 97\xa0cm (38\xa0in), more commonly reaching a TL of 50\xa0cm (20\xa0in). It reaches a maximum weight of 30\xa0kg (66\xa0lb). Its maximum known life expectancy is 5 years.[3]\n', 'The couma sea catfish has an extensive diet, consisting predominantly of crabs including Aratus pisonii, Pachygrapsus gracilis, Uca rapax, Uca maracoani, and Ucides cordatus, as well as other crustaceans such as shrimp in the genera Alpheus and Macrobrachium. It also feeds on bony fish in the family Ophichthidae and the genus Hypostomus, as well as ariid larvae, gastropods, insects, and debris such as skin from mammals, and leaves and twigs from terrestrial plants.[5][6]\n'] []"
Sciades_parkeri,"['Sciades parkeri, the gillbacker sea catfish, is a species of sea catfish found in coastal rivers in Brazil, French Guiana, Guyana, Suriname, and Venezuela. While usually no more than 90\xa0cm in length, it can reach lengths of up to 190\xa0cm and weigh up to 50\xa0kg.\n', ""The fish is named in honor of Traill's friend Charles Stewart Parker (1800-1868), a British merchant who supplied the author with a drawing of the catfish and its skin.[1]\n""] []"
Sciades_proops,"['The crucifix sea catfish (Sciades proops) — also known as the Christfish, the crucifix/crucifex catfish, the crucifixfish, or the gillbacker,[2] — is a species of catfish in the family Ariidae.[3]\n', 'This fish was described by Achille Valenciennes in 1840, originally under the genus Bagrus.[1] It inhabits  marine, brackish and freshwaters ranging from Brazil to Colombia. It reaches a maximum total length of 100\xa0cm (39\xa0in), more commonly reaching a TL of 50\xa0cm (20\xa0in). It reaches a maximum weight of 9\xa0kg (20\xa0lb). Its maximum known life expectancy is 4 years.[3]\n'] []"
Austroglanis_barnardi,"[""Austroglanis barnardi is an endangered species of catfish (order Siluriformes). It is one of three members of the family Austroglanididae.[2] It is also known as the spotted rock-catfish or Barnard's rock-catfish.[3][4]\n"", 'Not much is known about the biology of A. barnardi because of the discovery being so recent. It has a 12-year generation time but nothing more is known about reproduction within the species.[3][1] It feeds on aquatic insects, benthic invertebrates and other small fishes.[2]\n'] []"
Austroglanis_gilli,"['The clanwilliam rock-catfish (Austroglanis gilli) is a species of catfish in the family Austroglanididae. It is endemic to South Africa.\n', '\n'] []"
